XX:MaxNewSize,Xms,Xmx,protocol,maxHttpHeaderSize,maxThreads,minSpareThreads,maxSpareThreads,minProcessors,acceptCount,enableLookups,connectionTimeout,disableUploadTimeout,compressionMinSize,90th
64,128,256,org.apache.coyote.http11.Http11NioProtocol,8192,200,100,500,50,50,FALSE,30000,TRUE,1024,7769.20288
256,64,512,org.apache.coyote.http11.Http11Protocol,8192,200,50,75,50,200,FALSE,10000,TRUE,1024,6256.517205
256,256,512,org.apache.coyote.http11.Http11NioProtocol,16384,500,100,500,50,100,TRUE,20000,TRUE,1024,7935.248373
256,128,512,org.apache.coyote.http11.Http11AprProtocol,4096,200,100,250,100,50,FALSE,20000,TRUE,2048,8427.439744
256,256,512,org.apache.coyote.http11.Http11AprProtocol,4096,200,50,250,50,100,FALSE,10000,TRUE,2048,8546.521566
128,256,256,org.apache.coyote.http11.Http11Protocol,16384,200,25,250,50,50,FALSE,10000,FALSE,1024,7791.398296
64,128,128,org.apache.coyote.http11.Http11Protocol,4096,500,100,500,50,200,TRUE,30000,FALSE,1024,7479.804528
64,128,256,org.apache.coyote.http11.Http11NioProtocol,16384,500,100,500,100,50,FALSE,20000,FALSE,1024,7898.478227
128,64,256,org.apache.coyote.http11.Http11Protocol,8192,200,50,75,100,200,FALSE,30000,TRUE,1024,6746.727837
128,128,256,org.apache.coyote.http11.Http11Protocol,16384,1000,100,250,10,200,FALSE,10000,FALSE,1024,7422.435549
128,64,256,org.apache.coyote.http11.Http11AprProtocol,16384,1000,100,500,50,50,TRUE,20000,TRUE,1024,7486.897929
128,128,256,org.apache.coyote.http11.Http11NioProtocol,8192,1000,50,250,100,200,FALSE,30000,TRUE,2048,7421.701054
128,128,256,org.apache.coyote.http11.Http11AprProtocol,4096,500,25,500,50,50,TRUE,20000,TRUE,2048,8678.546633
128,256,256,org.apache.coyote.http11.Http11Protocol,4096,200,100,500,10,200,FALSE,20000,FALSE,1024,6949.914284
64,128,128,org.apache.coyote.http11.Http11Protocol,4096,200,100,75,10,100,FALSE,10000,TRUE,1024,6664.297139
64,64,128,org.apache.coyote.http11.Http11Protocol,16384,200,100,500,50,200,TRUE,30000,TRUE,1024,6451.612903
128,64,256,org.apache.coyote.http11.Http11AprProtocol,4096,500,50,75,50,50,TRUE,30000,FALSE,2048,7762.769756
256,128,512,org.apache.coyote.http11.Http11NioProtocol,8192,500,25,75,100,200,TRUE,20000,TRUE,1024,7406.310176
128,128,256,org.apache.coyote.http11.Http11AprProtocol,8192,1000,25,75,50,50,TRUE,10000,TRUE,1024,7649.9388
256,128,512,org.apache.coyote.http11.Http11NioProtocol,4096,500,100,500,50,50,FALSE,30000,TRUE,1024,8125.236986
128,256,256,org.apache.coyote.http11.Http11NioProtocol,8192,500,100,250,50,50,FALSE,30000,TRUE,1024,8137.579341
256,256,512,org.apache.coyote.http11.Http11AprProtocol,16384,1000,50,250,100,200,TRUE,30000,TRUE,1024,7469.003635
64,128,128,org.apache.coyote.http11.Http11AprProtocol,4096,500,25,500,50,100,TRUE,10000,FALSE,2048,7371.007371
64,128,256,org.apache.coyote.http11.Http11AprProtocol,8192,200,100,75,100,100,TRUE,30000,FALSE,2048,7632.81091
256,128,512,org.apache.coyote.http11.Http11AprProtocol,4096,200,25,75,50,100,FALSE,30000,FALSE,2048,8173.050727
64,128,128,org.apache.coyote.http11.Http11AprProtocol,8192,500,25,250,100,50,FALSE,30000,TRUE,1024,9204.712813
256,64,512,org.apache.coyote.http11.Http11AprProtocol,16384,200,50,250,100,50,TRUE,30000,FALSE,1024,8354.218881
128,128,256,org.apache.coyote.http11.Http11Protocol,4096,500,50,500,10,100,TRUE,30000,TRUE,1024,6844.002373
256,64,512,org.apache.coyote.http11.Http11Protocol,4096,1000,25,500,50,50,TRUE,30000,TRUE,1024,8101.976882
64,128,128,org.apache.coyote.http11.Http11NioProtocol,4096,500,25,250,10,200,TRUE,20000,TRUE,2048,6853.383287
64,64,128,org.apache.coyote.http11.Http11Protocol,8192,200,100,250,10,100,FALSE,30000,TRUE,2048,6810.751907
128,128,256,org.apache.coyote.http11.Http11Protocol,16384,500,100,250,50,50,TRUE,20000,TRUE,2048,7441.952768
256,128,512,org.apache.coyote.http11.Http11Protocol,16384,500,25,250,50,100,FALSE,10000,TRUE,1024,7627.377199
128,64,256,org.apache.coyote.http11.Http11NioProtocol,4096,200,25,75,50,50,TRUE,20000,FALSE,1024,7040.600798
64,64,128,org.apache.coyote.http11.Http11AprProtocol,4096,200,25,500,10,50,FALSE,10000,FALSE,1024,8238.589553
128,256,256,org.apache.coyote.http11.Http11NioProtocol,8192,1000,100,250,100,200,FALSE,30000,TRUE,1024,7486.524256
64,64,128,org.apache.coyote.http11.Http11Protocol,4096,500,25,500,100,100,TRUE,20000,FALSE,2048,7039.279178
256,256,512,org.apache.coyote.http11.Http11AprProtocol,16384,1000,50,500,100,200,TRUE,20000,FALSE,1024,7979.572295
128,128,256,org.apache.coyote.http11.Http11AprProtocol,4096,500,50,500,50,100,TRUE,30000,FALSE,2048,7304.957631
256,64,512,org.apache.coyote.http11.Http11NioProtocol,8192,1000,50,250,10,50,FALSE,30000,TRUE,2048,8335.648791
64,64,128,org.apache.coyote.http11.Http11Protocol,8192,500,25,250,100,200,FALSE,20000,TRUE,1024,7169.486665
128,256,256,org.apache.coyote.http11.Http11AprProtocol,4096,200,50,500,10,200,TRUE,10000,TRUE,1024,7563.533683
64,128,256,org.apache.coyote.http11.Http11AprProtocol,8192,500,25,75,10,200,FALSE,20000,TRUE,1024,8570.938803
128,64,256,org.apache.coyote.http11.Http11Protocol,8192,200,25,75,50,50,TRUE,30000,FALSE,2048,7054.507831
64,128,256,org.apache.coyote.http11.Http11NioProtocol,8192,1000,100,500,100,200,FALSE,30000,FALSE,2048,7516.53638
128,64,256,org.apache.coyote.http11.Http11Protocol,4096,200,25,75,10,200,FALSE,10000,FALSE,1024,6026.516673
64,128,128,org.apache.coyote.http11.Http11NioProtocol,4096,500,100,75,100,200,TRUE,20000,FALSE,2048,7199.424046
256,128,512,org.apache.coyote.http11.Http11NioProtocol,8192,500,50,250,100,200,TRUE,10000,FALSE,2048,7836.581161
64,64,128,org.apache.coyote.http11.Http11AprProtocol,8192,500,50,75,10,100,TRUE,30000,TRUE,1024,7818.200771
128,128,256,org.apache.coyote.http11.Http11NioProtocol,4096,1000,100,250,10,50,FALSE,20000,TRUE,2048,7780.48654
128,128,256,org.apache.coyote.http11.Http11NioProtocol,8192,200,100,75,10,50,FALSE,30000,FALSE,2048,7495.128167
64,128,128,org.apache.coyote.http11.Http11AprProtocol,16384,200,25,250,100,100,FALSE,20000,TRUE,2048,8739.221627
128,64,256,org.apache.coyote.http11.Http11AprProtocol,8192,500,50,75,100,50,TRUE,20000,FALSE,1024,7827.175955
128,256,256,org.apache.coyote.http11.Http11Protocol,8192,500,50,250,10,200,TRUE,10000,TRUE,1024,5629.574029
128,64,256,org.apache.coyote.http11.Http11AprProtocol,8192,500,50,500,50,50,FALSE,10000,FALSE,2048,8614.748449
128,256,256,org.apache.coyote.http11.Http11AprProtocol,8192,1000,25,250,10,100,TRUE,10000,FALSE,1024,7392.804337
256,128,512,org.apache.coyote.http11.Http11NioProtocol,16384,200,50,500,100,200,TRUE,10000,FALSE,2048,7975.753709
256,128,512,org.apache.coyote.http11.Http11AprProtocol,4096,500,25,250,50,50,FALSE,30000,FALSE,1024,8892.050507
64,128,256,org.apache.coyote.http11.Http11AprProtocol,16384,500,50,75,50,200,FALSE,10000,TRUE,1024,9320.243569
256,64,512,org.apache.coyote.http11.Http11NioProtocol,16384,500,100,500,100,200,FALSE,10000,TRUE,1024,7946.598856
128,128,256,org.apache.coyote.http11.Http11NioProtocol,8192,500,25,75,10,50,TRUE,30000,TRUE,1024,8178.844057
128,128,256,org.apache.coyote.http11.Http11AprProtocol,16384,500,50,250,10,50,FALSE,20000,FALSE,1024,8792.497069
64,64,128,org.apache.coyote.http11.Http11AprProtocol,4096,1000,25,75,50,50,TRUE,30000,TRUE,2048,7753.540784
256,64,512,org.apache.coyote.http11.Http11AprProtocol,4096,500,25,75,100,200,FALSE,10000,FALSE,2048,8735.65896
128,256,256,org.apache.coyote.http11.Http11NioProtocol,16384,200,50,250,100,100,FALSE,30000,FALSE,2048,7773.228999
256,64,512,org.apache.coyote.http11.Http11NioProtocol,8192,200,50,250,50,200,TRUE,10000,TRUE,1024,7529.742483
128,256,256,org.apache.coyote.http11.Http11Protocol,8192,200,25,75,10,200,TRUE,30000,TRUE,1024,6948.304614
64,128,128,org.apache.coyote.http11.Http11Protocol,8192,500,50,250,10,100,FALSE,10000,TRUE,1024,7984.244424
128,64,256,org.apache.coyote.http11.Http11NioProtocol,4096,500,25,250,100,200,TRUE,30000,TRUE,2048,7583.801001
64,128,256,org.apache.coyote.http11.Http11NioProtocol,4096,500,50,250,50,100,TRUE,10000,FALSE,2048,7535.795026
128,64,256,org.apache.coyote.http11.Http11NioProtocol,16384,200,25,500,50,100,FALSE,10000,TRUE,2048,8016.246259
128,64,256,org.apache.coyote.http11.Http11NioProtocol,4096,1000,100,250,100,100,FALSE,30000,TRUE,2048,8349.568606
128,256,256,org.apache.coyote.http11.Http11AprProtocol,4096,200,100,250,10,100,TRUE,20000,TRUE,2048,7974.481659
64,128,256,org.apache.coyote.http11.Http11Protocol,8192,1000,100,500,10,200,FALSE,10000,TRUE,1024,8570.938803
256,64,512,org.apache.coyote.http11.Http11AprProtocol,16384,200,50,500,10,200,TRUE,30000,TRUE,2048,8123.476848
256,128,512,org.apache.coyote.http11.Http11AprProtocol,16384,200,100,250,50,200,TRUE,20000,FALSE,1024,7663.61825
256,64,512,org.apache.coyote.http11.Http11Protocol,4096,500,100,250,10,100,TRUE,20000,TRUE,1024,6521.455589
128,128,256,org.apache.coyote.http11.Http11AprProtocol,8192,500,100,500,10,200,TRUE,30000,TRUE,2048,7731.560229
64,128,256,org.apache.coyote.http11.Http11NioProtocol,8192,1000,100,250,100,50,FALSE,20000,FALSE,1024,7716.446319
256,256,512,org.apache.coyote.http11.Http11NioProtocol,4096,1000,50,75,100,50,FALSE,30000,TRUE,1024,8006.405124
256,128,512,org.apache.coyote.http11.Http11AprProtocol,16384,500,50,250,100,50,FALSE,20000,TRUE,1024,8828.203166
256,256,512,org.apache.coyote.http11.Http11NioProtocol,16384,500,25,75,50,50,FALSE,10000,FALSE,1024,7588.404917
64,128,128,org.apache.coyote.http11.Http11AprProtocol,8192,200,50,250,10,100,FALSE,10000,FALSE,1024,7756.347278
128,256,256,org.apache.coyote.http11.Http11AprProtocol,16384,1000,50,75,100,200,FALSE,20000,FALSE,2048,8230.001097
256,64,512,org.apache.coyote.http11.Http11AprProtocol,8192,1000,50,500,100,50,FALSE,20000,FALSE,1024,8567.511995
128,128,256,org.apache.coyote.http11.Http11NioProtocol,4096,1000,25,500,50,50,FALSE,30000,TRUE,2048,6862.475981
128,128,256,org.apache.coyote.http11.Http11Protocol,4096,200,25,500,50,100,TRUE,20000,FALSE,2048,6703.311436
256,128,512,org.apache.coyote.http11.Http11AprProtocol,16384,200,50,250,50,200,FALSE,10000,TRUE,2048,9029.617144
128,128,256,org.apache.coyote.http11.Http11AprProtocol,8192,1000,100,250,100,200,TRUE,20000,FALSE,1024,7338.910906
256,128,512,org.apache.coyote.http11.Http11Protocol,4096,500,50,250,50,100,TRUE,30000,TRUE,2048,6736.123585
128,256,256,org.apache.coyote.http11.Http11NioProtocol,8192,200,100,75,50,200,FALSE,10000,FALSE,2048,8419.870895
64,64,128,org.apache.coyote.http11.Http11AprProtocol,8192,500,25,75,100,50,FALSE,30000,FALSE,2048,9573.653306
64,64,128,org.apache.coyote.http11.Http11NioProtocol,16384,500,50,75,50,50,TRUE,30000,TRUE,1024,7308.872972
64,64,128,org.apache.coyote.http11.Http11NioProtocol,4096,1000,25,250,50,50,FALSE,10000,FALSE,2048,7581.501137
256,128,512,org.apache.coyote.http11.Http11AprProtocol,4096,500,25,75,10,50,FALSE,30000,FALSE,2048,8479.846232
256,64,512,org.apache.coyote.http11.Http11NioProtocol,4096,200,25,250,50,50,TRUE,20000,FALSE,1024,7850.525985
256,256,512,org.apache.coyote.http11.Http11Protocol,16384,500,25,75,50,50,TRUE,10000,FALSE,2048,8000.853424
256,128,512,org.apache.coyote.http11.Http11AprProtocol,8192,1000,25,500,10,50,FALSE,20000,TRUE,2048,9169.825162
256,256,512,org.apache.coyote.http11.Http11AprProtocol,16384,200,50,75,50,200,TRUE,30000,FALSE,2048,8003.41479
256,128,512,org.apache.coyote.http11.Http11AprProtocol,4096,200,50,75,50,100,TRUE,10000,TRUE,2048,8078.849572
64,128,128,org.apache.coyote.http11.Http11NioProtocol,4096,500,100,250,100,200,FALSE,30000,FALSE,1024,7060.817172
64,64,128,org.apache.coyote.http11.Http11AprProtocol,4096,200,100,250,10,50,FALSE,20000,FALSE,2048,8724.480893
128,256,256,org.apache.coyote.http11.Http11AprProtocol,8192,500,100,500,100,200,FALSE,30000,FALSE,2048,8296.919077
64,64,128,org.apache.coyote.http11.Http11NioProtocol,4096,1000,50,250,100,100,TRUE,30000,TRUE,2048,7293.236738
128,256,256,org.apache.coyote.http11.Http11AprProtocol,16384,200,100,250,100,50,TRUE,10000,TRUE,1024,7880.220646
128,128,256,org.apache.coyote.http11.Http11NioProtocol,4096,500,100,250,10,50,TRUE,10000,TRUE,1024,8234.971178
64,64,128,org.apache.coyote.http11.Http11Protocol,4096,500,50,75,50,200,TRUE,20000,FALSE,1024,7380.073801
256,64,512,org.apache.coyote.http11.Http11AprProtocol,8192,1000,50,500,50,200,FALSE,10000,TRUE,1024,8543.11425
256,256,512,org.apache.coyote.http11.Http11Protocol,16384,500,100,250,10,200,FALSE,30000,FALSE,1024,7274.138015
64,64,128,org.apache.coyote.http11.Http11NioProtocol,16384,1000,25,500,50,50,FALSE,10000,TRUE,1024,7448.234768
128,256,256,org.apache.coyote.http11.Http11AprProtocol,8192,1000,25,250,10,200,FALSE,30000,TRUE,1024,8855.304327
128,64,256,org.apache.coyote.http11.Http11Protocol,4096,500,25,500,10,50,FALSE,30000,FALSE,1024,7504.878171
256,128,512,org.apache.coyote.http11.Http11NioProtocol,16384,1000,100,75,10,50,TRUE,10000,FALSE,2048,7974.057732
256,128,512,org.apache.coyote.http11.Http11Protocol,4096,1000,50,250,100,200,TRUE,20000,TRUE,2048,6453.278265
64,128,256,org.apache.coyote.http11.Http11Protocol,8192,200,100,250,10,200,TRUE,20000,FALSE,1024,6544.502618
256,256,512,org.apache.coyote.http11.Http11AprProtocol,4096,200,100,250,100,50,FALSE,10000,TRUE,2048,8558.71277
128,256,256,org.apache.coyote.http11.Http11NioProtocol,16384,1000,50,75,50,50,FALSE,10000,TRUE,2048,8095.417993
256,256,512,org.apache.coyote.http11.Http11AprProtocol,16384,1000,50,75,10,100,TRUE,20000,FALSE,1024,8216.476775
128,64,256,org.apache.coyote.http11.Http11Protocol,8192,500,100,75,10,200,TRUE,20000,TRUE,1024,8264.918177
128,128,256,org.apache.coyote.http11.Http11Protocol,16384,500,50,75,100,50,TRUE,10000,TRUE,2048,7575.757576
256,64,512,org.apache.coyote.http11.Http11AprProtocol,8192,200,100,250,10,50,FALSE,20000,TRUE,1024,8646.529859
64,128,256,org.apache.coyote.http11.Http11AprProtocol,8192,200,50,75,50,50,TRUE,30000,TRUE,2048,8083.638715
64,64,128,org.apache.coyote.http11.Http11NioProtocol,8192,500,50,75,10,50,TRUE,10000,TRUE,1024,7518.043304
64,128,256,org.apache.coyote.http11.Http11NioProtocol,4096,1000,25,250,10,200,FALSE,20000,FALSE,1024,7483.53622
256,256,512,org.apache.coyote.http11.Http11NioProtocol,4096,200,50,500,50,200,TRUE,30000,TRUE,2048,7376.807318
256,128,512,org.apache.coyote.http11.Http11Protocol,16384,200,25,75,50,50,TRUE,10000,FALSE,2048,7616.14623
256,128,512,org.apache.coyote.http11.Http11AprProtocol,8192,1000,25,500,100,200,FALSE,20000,TRUE,1024,8706.251088
128,64,256,org.apache.coyote.http11.Http11AprProtocol,8192,200,100,75,100,100,TRUE,10000,TRUE,1024,7341.784543
256,128,512,org.apache.coyote.http11.Http11Protocol,4096,200,50,75,10,200,TRUE,20000,TRUE,2048,6967.34637
256,128,512,org.apache.coyote.http11.Http11NioProtocol,8192,1000,100,250,100,50,TRUE,10000,TRUE,1024,8343.995105
128,256,256,org.apache.coyote.http11.Http11AprProtocol,16384,200,25,250,50,100,FALSE,30000,FALSE,2048,8849.557522
128,128,256,org.apache.coyote.http11.Http11AprProtocol,16384,200,50,250,100,50,FALSE,10000,FALSE,1024,9436.336185
256,64,512,org.apache.coyote.http11.Http11Protocol,4096,500,50,250,50,200,TRUE,10000,TRUE,1024,6742.482132
256,128,512,org.apache.coyote.http11.Http11Protocol,4096,500,50,75,50,200,FALSE,30000,TRUE,2048,6510.416667
256,256,512,org.apache.coyote.http11.Http11Protocol,4096,500,25,500,100,200,FALSE,30000,FALSE,2048,6634.23264
128,256,256,org.apache.coyote.http11.Http11AprProtocol,4096,500,25,250,10,50,FALSE,20000,FALSE,1024,9155.273438
128,64,256,org.apache.coyote.http11.Http11NioProtocol,8192,500,25,500,50,50,FALSE,10000,TRUE,2048,7759.958614
256,256,512,org.apache.coyote.http11.Http11AprProtocol,8192,200,100,250,10,100,FALSE,30000,TRUE,1024,9174.873081
64,64,128,org.apache.coyote.http11.Http11NioProtocol,4096,200,100,75,10,200,TRUE,10000,FALSE,2048,7327.080891
256,128,512,org.apache.coyote.http11.Http11Protocol,8192,1000,100,500,10,100,FALSE,30000,TRUE,1024,7884.777124
128,64,256,org.apache.coyote.http11.Http11NioProtocol,4096,200,25,75,100,200,TRUE,30000,FALSE,1024,8055.853921
64,64,128,org.apache.coyote.http11.Http11Protocol,4096,1000,50,75,100,200,FALSE,10000,FALSE,1024,7415.463714
128,64,256,org.apache.coyote.http11.Http11Protocol,16384,200,50,500,10,200,TRUE,30000,FALSE,1024,7012.622721
256,128,512,org.apache.coyote.http11.Http11Protocol,8192,200,25,500,100,200,FALSE,30000,FALSE,1024,6494.631105
128,256,256,org.apache.coyote.http11.Http11Protocol,16384,200,50,500,50,50,FALSE,10000,FALSE,2048,7431.260837
256,64,512,org.apache.coyote.http11.Http11Protocol,8192,500,25,75,100,100,FALSE,10000,TRUE,2048,7092.533926
64,64,128,org.apache.coyote.http11.Http11AprProtocol,8192,500,25,250,100,200,FALSE,30000,TRUE,1024,8144.648966
256,64,512,org.apache.coyote.http11.Http11NioProtocol,4096,200,50,75,10,200,FALSE,20000,TRUE,1024,7671.457065
256,128,512,org.apache.coyote.http11.Http11Protocol,4096,1000,25,250,10,50,TRUE,10000,FALSE,1024,8248.102936
256,256,512,org.apache.coyote.http11.Http11NioProtocol,4096,500,50,75,100,100,FALSE,30000,TRUE,2048,7611.508601
64,128,256,org.apache.coyote.http11.Http11Protocol,16384,500,25,500,10,100,FALSE,30000,TRUE,1024,6788.559015
